data,miasto,sklep,kategoria,towar,cena,sztuk
2017-03-06,Katowice,Michalak,szkolno-biurowe,długopis,1.49,275
2015-03-18,Białystok,Pietrasiuk,wyposażenie szkolne,kreda,5.00,77
2015-02-19,Kraków,Wróbel,meble,biurko,149.99,11
2016-10-16,Poznań,Romanowski,wyposażenie szkolne,gąbka,4.00,112
2016-04-05,Gdańsk,Socha,wyposażenie szkolne,gąbka,4.00,154
2016-03-05,Poznań,Romanowski,meble,biurko,149.99,3
2015-09-22,Katowice,Michalak,szkolno-biurowe,plastelina,2.99,26
2014-12-26,Kraków,Wróbel,szkolno-biurowe,dziurkacz,7.50,137
2016-01-13,Radom,Arendt,wyposażenie szkolne,kreda,5.00,138
2015-01-12,Katowice,Gaińska,meble,biurko,149.99,14
2015-12-28,Radom,Czarnecki,meble,biurko,149.99,3
2015-12-10,Radom,Grycuk,wyposażenie szkolne,kreda,5.00,46
2015-02-09,Radom,Czarnecki,wyposażenie szkolne,tablica,590.00,2
2016-06-25,Białystok,Podsiadło,meble,biurko,149.99,2
2017-01-12,Łódź,Wdowiak,szkolno-biurowe,dziurkacz,7.50,74
2014-11-26,Katowice,Jankowski,szkolno-biurowe,długopis,1.49,190
2015-06-04,Katowice,Jankowski,wyposażenie szkolne,tablica,590.00,4
2015-07-22,Katowice,Jankowski,szkolno-biurowe,długopis,1.49,171
2016-11-06,Poznań,Romanowski,szkolno-biurowe,długopis,1.49,33
2016-05-01,Katowice,Gaińska,wyposażenie szkolne,gąbka,4.00,426
2016-03-13,Warszawa,Malinowski,meble,biurko,149.99,15
2016-12-31,Katowice,Jankowski,meble,krzesło obrotowe,69.00,26
2016-03-11,Gdańsk,Żurek,wyposażenie szkolne,kreda,5.00,4
2014-11-01,Gdańsk,Skiba,meble,krzesło obrotowe,69.00,20
2015-04-26,Białystok,Podsiadło,wyposażenie szkolne,kreda,5.00,20
2017-01-07,Gdańsk,Socha,wyposażenie szkolne,tablica,590.00,2
2016-06-30,Gdańsk,Krupa,meble,krzesło obrotowe,69.00,10
2016-06-07,Katowice,Michalak,szkolno-biurowe,flamaster,0.99,155
2015-02-20,Gdańsk,Żurek,wyposażenie szkolne,gąbka,4.00,32
2014-12-30,Łódź,Wdowiak,szkolno-biurowe,plastelina,2.99,175
2016-10-28,Gdańsk,Żurek,meble,biurko,149.99,16
2014-11-25,Białystok,Podsiadło,meble,biurko,149.99,2
2015-11-10,Warszawa,Malinowski,wyposażenie szkolne,gąbka,4.00,301
2017-05-06,Łódź,Kaczmarski,szkolno-biurowe,długopis,1.49,199
2015-09-19,Poznań,Szewczyk,meble,biurko,149.99,2
2015-05-12,Białystok,Podsiadło,wyposażenie szkolne,gąbka,4.00,7
2015-09-10,Katowice,Gaińska,wyposażenie szkolne,tablica,590.00,1
2016-12-12,Poznań,Borowik,wyposażenie szkolne,tablica,590.00,1
2016-10-18,Białystok,Podsiadło,wyposażenie szkolne,gąbka,4.00,70
2015-11-29,Białystok,Pietrasiuk,meble,biurko,149.99,3
2015-07-10,Łódź,Wdowiak,wyposażenie szkolne,tablica,590.00,1
2016-01-17,Warszawa,Stefaniak,szkolno-biurowe,dziurkacz,7.50,211
2016-07-11,Poznań,Szewczyk,szkolno-biurowe,dziurkacz,7.50,157
2015-02-24,Katowice,Michalak,wyposażenie szkolne,kreda,5.00,23
2014-10-09,Kraków,Dudek,szkolno-biurowe,plastelina,2.99,51
2015-06-09,Gdańsk,Socha,meble,krzesło obrotowe,69.00,32
2016-04-21,Warszawa,Stefaniak,meble,biurko,149.99,6
2017-04-19,Radom,Grycuk,meble,biurko,149.99,4
2014-12-31,Poznań,Romanowski,szkolno-biurowe,długopis,1.49,149
2016-01-16,Katowice,Jankowski,meble,biurko,149.99,16
2016-05-27,Poznań,Szewczyk,meble,biurko,149.99,6
2015-09-05,Katowice,Jankowski,wyposażenie szkolne,gąbka,4.00,115
2015-10-31,Poznań,Borowik,wyposażenie szkolne,tablica,590.00,3
2016-05-11,Białystok,Podsiadło,wyposażenie szkolne,tablica,590.00,1
2015-12-10,Kraków,Sikorski,szkolno-biurowe,flamaster,0.99,150
2016-07-01,Radom,Grycuk,meble,biurko,149.99,3
2016-03-28,Poznań,Romanowski,wyposażenie szkolne,gąbka,4.00,78
2015-07-05,Gdańsk,Skiba,szkolno-biurowe,plastelina,2.99,206
2017-02-19,Gdańsk,Skiba,wyposażenie szkolne,kreda,5.00,113
2016-10-20,Kraków,Kozłowski,wyposażenie szkolne,gąbka,4.00,77
2015-01-21,Warszawa,Stefaniak,wyposażenie szkolne,tablica,590.00,1
2016-10-03,Radom,Grycuk,szkolno-biurowe,flamaster,0.99,47
2016-01-27,Poznań,Romanowski,szkolno-biurowe,dziurkacz,7.50,61
2017-02-18,Poznań,Romanowski,meble,biurko,149.99,3
2015-10-22,Poznań,Borowik,meble,krzesło obrotowe,69.00,13
2016-04-14,Radom,Grycuk,szkolno-biurowe,długopis,1.49,95
2017-01-11,Radom,Grycuk,meble,biurko,149.99,1
2016-11-20,Katowice,Gaińska,meble,biurko,149.99,10
2017-02-05,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,6
2016-03-15,Kraków,Sikorski,wyposażenie szkolne,tablica,590.00,2
2016-06-27,Radom,Czarnecki,meble,krzesło obrotowe,69.00,4
2015-02-19,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,22
2016-04-30,Poznań,Borowik,wyposażenie szkolne,tablica,590.00,1
2015-10-12,Warszawa,Stefaniak,szkolno-biurowe,plastelina,2.99,23
2017-05-09,Radom,Grycuk,meble,krzesło obrotowe,69.00,2
2017-02-12,Katowice,Jankowski,wyposażenie szkolne,tablica,590.00,2
2014-12-23,Łódź,Wdowiak,wyposażenie szkolne,gąbka,4.00,192
2017-04-05,Warszawa,Stefaniak,szkolno-biurowe,dziurkacz,7.50,65
2015-05-31,Poznań,Romanowski,wyposażenie szkolne,kreda,5.00,160
2016-01-15,Poznań,Szewczyk,wyposażenie szkolne,tablica,590.00,3
2015-05-03,Katowice,Gaińska,meble,krzesło obrotowe,69.00,22
2015-05-31,Łódź,Kaczmarek,meble,biurko,149.99,1
2016-06-23,Katowice,Michalak,wyposażenie szkolne,gąbka,4.00,408
2016-11-02,Kraków,Wróbel,meble,krzesło obrotowe,69.00,10
2015-05-07,Warszawa,Stefaniak,wyposażenie szkolne,kreda,5.00,18
2014-11-24,Kraków,Kozłowski,szkolno-biurowe,dziurkacz,7.50,10
2015-04-21,Białystok,Podsiadło,szkolno-biurowe,długopis,1.49,60
2015-06-03,Kraków,Dudek,szkolno-biurowe,długopis,1.49,178
2016-11-30,Radom,Grycuk,meble,krzesło obrotowe,69.00,8
2016-01-10,Łódź,Kaczmarski,szkolno-biurowe,flamaster,0.99,27
2017-01-25,Kraków,Dudek,szkolno-biurowe,plastelina,2.99,90
2016-04-28,Łódź,Kaczmarski,meble,krzesło obrotowe,69.00,11
2014-12-13,Łódź,Kaczmarski,meble,krzesło obrotowe,69.00,21
2017-03-28,Katowice,Gaińska,meble,biurko,149.99,9
2016-06-07,Radom,Arendt,wyposażenie szkolne,kreda,5.00,33
2015-11-25,Białystok,Pietrasiuk,szkolno-biurowe,długopis,1.49,19
2015-01-03,Gdańsk,Socha,meble,biurko,149.99,11
2017-01-27,Białystok,Podsiadło,meble,krzesło obrotowe,69.00,8
2014-12-05,Gdańsk,Socha,meble,biurko,149.99,4
2017-01-03,Poznań,Borowik,meble,biurko,149.99,15
2017-01-12,Poznań,Borowik,wyposażenie szkolne,kreda,5.00,281
2015-12-10,Katowice,Michalak,wyposażenie szkolne,kreda,5.00,150
2014-12-07,Warszawa,Malinowski,wyposażenie szkolne,gąbka,4.00,219
2016-05-16,Warszawa,Malinowski,meble,krzesło obrotowe,69.00,4
2014-11-14,Radom,Grycuk,meble,biurko,149.99,3
2015-12-12,Radom,Arendt,meble,krzesło obrotowe,69.00,9
2016-04-08,Radom,Czarnecki,szkolno-biurowe,dziurkacz,7.50,11
2015-10-31,Poznań,Romanowski,wyposażenie szkolne,gąbka,4.00,151
2016-08-12,Katowice,Gaińska,szkolno-biurowe,dziurkacz,7.50,47
2016-09-01,Łódź,Kaczmarek,szkolno-biurowe,długopis,1.49,15
2017-02-05,Kraków,Wróbel,wyposażenie szkolne,tablica,590.00,3
2015-09-09,Gdańsk,Krupa,szkolno-biurowe,flamaster,0.99,128
2017-03-12,Poznań,Borowik,szkolno-biurowe,długopis,1.49,30
2017-02-05,Katowice,Michalak,szkolno-biurowe,plastelina,2.99,185
2016-11-23,Warszawa,Malinowski,wyposażenie szkolne,kreda,5.00,190
2015-12-25,Białystok,Pietrasiuk,wyposażenie szkolne,kreda,5.00,36
2015-06-08,Gdańsk,Żurek,meble,biurko,149.99,12
2015-04-15,Radom,Zawadzki,meble,krzesło obrotowe,69.00,5
2016-03-21,Warszawa,Stefaniak,wyposażenie szkolne,gąbka,4.00,30
2016-12-02,Radom,Zawadzki,wyposażenie szkolne,tablica,590.00,1
2015-09-28,Katowice,Michalak,meble,krzesło obrotowe,69.00,35
2016-07-18,Kraków,Wróbel,wyposażenie szkolne,gąbka,4.00,261
2015-10-15,Radom,Zawadzki,wyposażenie szkolne,gąbka,4.00,178
2016-09-01,Gdańsk,Skiba,wyposażenie szkolne,tablica,590.00,4
2016-11-30,Radom,Arendt,szkolno-biurowe,plastelina,2.99,200
2016-01-16,Kraków,Kozłowski,wyposażenie szkolne,tablica,590.00,3
2016-04-15,Katowice,Jankowski,szkolno-biurowe,flamaster,0.99,181
2016-07-03,Gdańsk,Socha,szkolno-biurowe,flamaster,0.99,152
2016-01-25,Gdańsk,Socha,meble,biurko,149.99,14
2016-11-05,Łódź,Kaczmarski,meble,biurko,149.99,10
2016-01-18,Kraków,Dudek,meble,krzesło obrotowe,69.00,7
2015-12-29,Kraków,Sikorski,wyposażenie szkolne,gąbka,4.00,14
2017-01-08,Kraków,Dudek,wyposażenie szkolne,tablica,590.00,3
2014-11-20,Warszawa,Stefaniak,wyposażenie szkolne,tablica,590.00,5
2015-02-09,Gdańsk,Socha,wyposażenie szkolne,kreda,5.00,53
2016-01-01,Kraków,Dudek,szkolno-biurowe,flamaster,0.99,177
2016-08-20,Łódź,Kaczmarski,meble,biurko,149.99,2
2015-09-13,Gdańsk,Socha,szkolno-biurowe,długopis,1.49,125
2015-05-15,Warszawa,Stefaniak,szkolno-biurowe,długopis,1.49,60
2016-12-18,Gdańsk,Skiba,wyposażenie szkolne,tablica,590.00,3
2016-07-22,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,3
2015-08-04,Kraków,Sikorski,wyposażenie szkolne,kreda,5.00,234
2015-06-29,Łódź,Wdowiak,szkolno-biurowe,długopis,1.49,80
2017-04-24,Białystok,Pietrasiuk,szkolno-biurowe,dziurkacz,7.50,36
2016-07-16,Katowice,Michalak,szkolno-biurowe,plastelina,2.99,400
2015-06-16,Kraków,Dudek,szkolno-biurowe,plastelina,2.99,119
2015-05-06,Radom,Grycuk,szkolno-biurowe,dziurkacz,7.50,67
2016-08-30,Radom,Grycuk,wyposażenie szkolne,tablica,590.00,2
2016-08-07,Katowice,Gaińska,meble,krzesło obrotowe,69.00,15
2015-10-01,Białystok,Podsiadło,wyposażenie szkolne,kreda,5.00,1
2016-08-13,Łódź,Kaczmarski,szkolno-biurowe,plastelina,2.99,290
2016-03-31,Poznań,Romanowski,meble,biurko,149.99,16
2015-01-01,Katowice,Jankowski,szkolno-biurowe,dziurkacz,7.50,63
2015-04-22,Radom,Zawadzki,wyposażenie szkolne,kreda,5.00,155
2015-08-29,Poznań,Romanowski,szkolno-biurowe,długopis,1.49,115
2016-06-16,Białystok,Podsiadło,wyposażenie szkolne,kreda,5.00,22
2016-06-04,Katowice,Michalak,meble,biurko,149.99,15
2015-07-11,Kraków,Kozłowski,wyposażenie szkolne,tablica,590.00,1
2015-01-10,Łódź,Wdowiak,szkolno-biurowe,plastelina,2.99,129
2016-07-16,Poznań,Borowik,wyposażenie szkolne,kreda,5.00,333
2017-03-09,Poznań,Borowik,wyposażenie szkolne,kreda,5.00,239
2015-09-08,Kraków,Dudek,meble,biurko,149.99,8
2017-05-09,Kraków,Dudek,meble,biurko,149.99,4
2017-01-13,Białystok,Podsiadło,meble,biurko,149.99,2
2017-05-05,Gdańsk,Skiba,szkolno-biurowe,plastelina,2.99,180
2016-06-24,Gdańsk,Skiba,meble,biurko,149.99,11
2016-10-30,Poznań,Romanowski,wyposażenie szkolne,tablica,590.00,3
2015-07-11,Łódź,Kaczmarek,wyposażenie szkolne,kreda,5.00,145
2015-03-19,Katowice,Gaińska,wyposażenie szkolne,gąbka,4.00,16
2015-09-09,Katowice,Jankowski,wyposażenie szkolne,tablica,590.00,1
2017-04-23,Gdańsk,Krupa,wyposażenie szkolne,tablica,590.00,3
2015-08-08,Łódź,Kaczmarski,wyposażenie szkolne,tablica,590.00,1
2015-03-09,Warszawa,Stefaniak,szkolno-biurowe,dziurkacz,7.50,156
2015-11-15,Katowice,Michalak,wyposażenie szkolne,gąbka,4.00,372
2017-02-26,Warszawa,Stefaniak,meble,biurko,149.99,20
2016-01-11,Radom,Zawadzki,wyposażenie szkolne,kreda,5.00,107
2017-01-30,Łódź,Wdowiak,meble,biurko,149.99,3
2016-04-08,Poznań,Szewczyk,szkolno-biurowe,długopis,1.49,196
2014-11-04,Gdańsk,Żurek,wyposażenie szkolne,tablica,590.00,4
2015-05-12,Poznań,Romanowski,wyposażenie szkolne,tablica,590.00,1
2015-09-20,Radom,Grycuk,wyposażenie szkolne,gąbka,4.00,187
2016-04-02,Radom,Czarnecki,meble,krzesło obrotowe,69.00,4
2015-04-22,Warszawa,Stefaniak,wyposażenie szkolne,gąbka,4.00,122
2015-08-20,Białystok,Podsiadło,szkolno-biurowe,flamaster,0.99,49
2014-11-03,Gdańsk,Skiba,wyposażenie szkolne,kreda,5.00,353
2015-07-15,Łódź,Kaczmarski,meble,biurko,149.99,4
2014-12-28,Gdańsk,Skiba,wyposażenie szkolne,tablica,590.00,3
2015-08-13,Radom,Grycuk,wyposażenie szkolne,gąbka,4.00,68
2016-04-15,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2015-08-12,Kraków,Kozłowski,wyposażenie szkolne,tablica,590.00,3
2015-06-06,Białystok,Pietrasiuk,meble,biurko,149.99,3
2015-07-04,Poznań,Szewczyk,wyposażenie szkolne,kreda,5.00,222
2015-08-09,Katowice,Michalak,wyposażenie szkolne,gąbka,4.00,323
2015-12-12,Kraków,Dudek,wyposażenie szkolne,kreda,5.00,180
2016-02-22,Poznań,Szewczyk,wyposażenie szkolne,tablica,590.00,3
2014-10-23,Łódź,Wdowiak,szkolno-biurowe,długopis,1.49,79
2015-11-14,Łódź,Kaczmarski,szkolno-biurowe,flamaster,0.99,187
2016-06-22,Poznań,Romanowski,meble,biurko,149.99,14
2015-03-05,Białystok,Podsiadło,szkolno-biurowe,dziurkacz,7.50,10
2017-03-21,Kraków,Dudek,meble,krzesło obrotowe,69.00,9
2015-12-22,Kraków,Wróbel,meble,krzesło obrotowe,69.00,8
2015-12-19,Warszawa,Malinowski,szkolno-biurowe,plastelina,2.99,530
2015-06-07,Gdańsk,Krupa,meble,krzesło obrotowe,69.00,31
2015-09-08,Radom,Czarnecki,szkolno-biurowe,plastelina,2.99,107
2016-07-11,Poznań,Romanowski,wyposażenie szkolne,kreda,5.00,43
2016-07-11,Radom,Czarnecki,meble,biurko,149.99,1
2017-02-26,Łódź,Kaczmarski,szkolno-biurowe,plastelina,2.99,75
2015-06-02,Poznań,Szewczyk,wyposażenie szkolne,kreda,5.00,195
2017-02-28,Poznań,Romanowski,szkolno-biurowe,plastelina,2.99,353
2014-11-22,Gdańsk,Socha,meble,krzesło obrotowe,69.00,25
2017-03-08,Katowice,Gaińska,meble,biurko,149.99,20
2016-09-23,Białystok,Podsiadło,szkolno-biurowe,plastelina,2.99,93
2016-06-03,Poznań,Romanowski,szkolno-biurowe,długopis,1.49,212
2016-11-29,Gdańsk,Skiba,meble,biurko,149.99,9
2017-01-09,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,34
2015-12-16,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,7
2015-01-19,Kraków,Sikorski,wyposażenie szkolne,kreda,5.00,29
2015-05-02,Łódź,Wdowiak,wyposażenie szkolne,gąbka,4.00,259
2015-11-23,Poznań,Borowik,szkolno-biurowe,dziurkacz,7.50,73
2014-10-15,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2017-04-25,Białystok,Pietrasiuk,szkolno-biurowe,plastelina,2.99,77
2015-04-08,Katowice,Jankowski,meble,krzesło obrotowe,69.00,32
2017-01-05,Białystok,Pietrasiuk,szkolno-biurowe,plastelina,2.99,65
2017-05-05,Gdańsk,Socha,szkolno-biurowe,flamaster,0.99,106
2016-09-14,Poznań,Borowik,wyposażenie szkolne,tablica,590.00,4
2015-04-30,Radom,Grycuk,wyposażenie szkolne,kreda,5.00,40
2015-05-11,Kraków,Kozłowski,wyposażenie szkolne,kreda,5.00,259
2016-01-14,Białystok,Pietrasiuk,szkolno-biurowe,dziurkacz,7.50,13
2015-06-17,Katowice,Jankowski,wyposażenie szkolne,tablica,590.00,1
2016-03-30,Kraków,Kozłowski,szkolno-biurowe,dziurkacz,7.50,24
2016-03-03,Radom,Arendt,wyposażenie szkolne,kreda,5.00,95
2015-09-22,Poznań,Romanowski,meble,krzesło obrotowe,69.00,6
2015-12-28,Katowice,Gaińska,meble,biurko,149.99,16
2017-03-08,Poznań,Borowik,szkolno-biurowe,flamaster,0.99,119
2015-08-09,Kraków,Sikorski,meble,krzesło obrotowe,69.00,2
2017-01-05,Kraków,Wróbel,wyposażenie szkolne,gąbka,4.00,276
2015-01-07,Warszawa,Malinowski,meble,biurko,149.99,12
2015-11-03,Białystok,Pietrasiuk,szkolno-biurowe,długopis,1.49,15
2016-10-06,Radom,Czarnecki,meble,biurko,149.99,1
2017-03-16,Radom,Grycuk,szkolno-biurowe,plastelina,2.99,178
2014-10-12,Poznań,Borowik,meble,krzesło obrotowe,69.00,25
2016-10-09,Łódź,Wdowiak,meble,krzesło obrotowe,69.00,15
2017-03-08,Gdańsk,Żurek,meble,biurko,149.99,2
2017-03-20,Białystok,Pietrasiuk,szkolno-biurowe,długopis,1.49,15
2016-03-12,Kraków,Sikorski,wyposażenie szkolne,tablica,590.00,1
2015-07-18,Radom,Arendt,szkolno-biurowe,flamaster,0.99,45
2016-06-27,Warszawa,Malinowski,wyposażenie szkolne,tablica,590.00,3
2015-02-28,Białystok,Podsiadło,meble,biurko,149.99,2
2016-12-20,Katowice,Michalak,meble,biurko,149.99,15
2017-05-02,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2015-02-15,Poznań,Szewczyk,wyposażenie szkolne,tablica,590.00,4
2015-06-28,Kraków,Wróbel,szkolno-biurowe,plastelina,2.99,226
2015-10-25,Warszawa,Malinowski,wyposażenie szkolne,tablica,590.00,6
2016-07-30,Radom,Arendt,wyposażenie szkolne,gąbka,4.00,158
2015-09-28,Białystok,Pietrasiuk,wyposażenie szkolne,tablica,590.00,1
2016-12-11,Łódź,Kaczmarski,meble,krzesło obrotowe,69.00,22
2015-04-04,Białystok,Podsiadło,wyposażenie szkolne,kreda,5.00,87
2015-05-06,Radom,Czarnecki,szkolno-biurowe,dziurkacz,7.50,92
2015-09-23,Gdańsk,Żurek,meble,biurko,149.99,2
2016-05-10,Gdańsk,Żurek,meble,krzesło obrotowe,69.00,29
2016-12-20,Katowice,Gaińska,szkolno-biurowe,flamaster,0.99,167
2016-06-02,Katowice,Michalak,meble,biurko,149.99,20
2015-01-07,Łódź,Kaczmarek,szkolno-biurowe,długopis,1.49,57
2015-12-17,Warszawa,Malinowski,szkolno-biurowe,dziurkacz,7.50,251
2016-12-16,Gdańsk,Skiba,wyposażenie szkolne,tablica,590.00,4
2016-12-15,Gdańsk,Socha,meble,biurko,149.99,11
2015-06-27,Radom,Czarnecki,wyposażenie szkolne,kreda,5.00,119
2015-08-18,Katowice,Michalak,szkolno-biurowe,dziurkacz,7.50,110
2016-07-27,Łódź,Kaczmarski,meble,biurko,149.99,12
2015-04-13,Łódź,Kaczmarek,meble,krzesło obrotowe,69.00,12
2016-12-16,Łódź,Wdowiak,szkolno-biurowe,flamaster,0.99,20
2015-08-27,Gdańsk,Skiba,szkolno-biurowe,długopis,1.49,269
2014-11-15,Katowice,Gaińska,szkolno-biurowe,plastelina,2.99,189
2015-01-29,Łódź,Kaczmarski,wyposażenie szkolne,kreda,5.00,181
2014-12-23,Poznań,Szewczyk,meble,krzesło obrotowe,69.00,25
2016-11-03,Łódź,Kaczmarski,szkolno-biurowe,plastelina,2.99,110
2016-03-03,Gdańsk,Socha,wyposażenie szkolne,kreda,5.00,240
2015-11-09,Kraków,Wróbel,wyposażenie szkolne,gąbka,4.00,83
2016-03-31,Gdańsk,Krupa,meble,biurko,149.99,1
2016-02-27,Poznań,Romanowski,szkolno-biurowe,długopis,1.49,226
2015-04-14,Radom,Zawadzki,meble,krzesło obrotowe,69.00,10
2014-12-16,Warszawa,Malinowski,szkolno-biurowe,dziurkacz,7.50,266
2017-01-18,Poznań,Szewczyk,wyposażenie szkolne,gąbka,4.00,99
2016-06-29,Warszawa,Malinowski,wyposażenie szkolne,tablica,590.00,1
2016-03-29,Katowice,Michalak,meble,krzesło obrotowe,69.00,27
2016-11-08,Białystok,Pietrasiuk,szkolno-biurowe,długopis,1.49,40
2017-04-17,Łódź,Wdowiak,szkolno-biurowe,długopis,1.49,125
2017-02-18,Kraków,Wróbel,meble,biurko,149.99,11
2014-11-02,Warszawa,Stefaniak,szkolno-biurowe,dziurkacz,7.50,149
2016-03-15,Kraków,Dudek,meble,biurko,149.99,8
2016-11-11,Gdańsk,Socha,wyposażenie szkolne,kreda,5.00,114
2015-12-06,Radom,Zawadzki,wyposażenie szkolne,tablica,590.00,2
2016-09-01,Łódź,Wdowiak,szkolno-biurowe,flamaster,0.99,137
2015-03-12,Gdańsk,Skiba,szkolno-biurowe,dziurkacz,7.50,54
2017-04-18,Poznań,Romanowski,meble,krzesło obrotowe,69.00,29
2016-03-09,Białystok,Podsiadło,szkolno-biurowe,plastelina,2.99,44
2015-06-08,Poznań,Borowik,wyposażenie szkolne,kreda,5.00,315
2017-04-25,Warszawa,Malinowski,szkolno-biurowe,flamaster,0.99,166
2015-04-06,Poznań,Borowik,meble,krzesło obrotowe,69.00,27
2015-12-14,Gdańsk,Krupa,wyposażenie szkolne,kreda,5.00,193
2015-08-10,Białystok,Pietrasiuk,meble,biurko,149.99,2
2015-09-23,Katowice,Jankowski,meble,krzesło obrotowe,69.00,38
2016-12-11,Katowice,Gaińska,meble,biurko,149.99,1
2015-08-05,Katowice,Michalak,wyposażenie szkolne,kreda,5.00,141
2015-06-24,Gdańsk,Żurek,szkolno-biurowe,długopis,1.49,215
2015-01-10,Radom,Czarnecki,szkolno-biurowe,długopis,1.49,106
2015-07-12,Gdańsk,Żurek,szkolno-biurowe,długopis,1.49,202
2015-12-16,Radom,Czarnecki,szkolno-biurowe,dziurkacz,7.50,42
2016-01-31,Poznań,Borowik,szkolno-biurowe,plastelina,2.99,266
2016-10-27,Łódź,Wdowiak,szkolno-biurowe,flamaster,0.99,56
2015-11-01,Białystok,Podsiadło,szkolno-biurowe,dziurkacz,7.50,5
2016-07-03,Białystok,Pietrasiuk,meble,krzesło obrotowe,69.00,3
2015-01-22,Białystok,Pietrasiuk,meble,biurko,149.99,3
2015-05-10,Warszawa,Malinowski,meble,biurko,149.99,20
2016-02-05,Gdańsk,Żurek,wyposażenie szkolne,tablica,590.00,2
2015-07-21,Białystok,Pietrasiuk,meble,biurko,149.99,3
2016-07-12,Katowice,Jankowski,szkolno-biurowe,dziurkacz,7.50,52
2016-08-11,Białystok,Podsiadło,wyposażenie szkolne,gąbka,4.00,79
2016-05-22,Poznań,Romanowski,wyposażenie szkolne,gąbka,4.00,71
2016-02-17,Białystok,Podsiadło,szkolno-biurowe,plastelina,2.99,31
2016-01-04,Białystok,Pietrasiuk,szkolno-biurowe,długopis,1.49,47
2016-09-06,Gdańsk,Socha,szkolno-biurowe,dziurkacz,7.50,110
2015-04-14,Warszawa,Malinowski,wyposażenie szkolne,kreda,5.00,502
2017-05-05,Radom,Grycuk,meble,biurko,149.99,3
2015-12-25,Gdańsk,Żurek,wyposażenie szkolne,kreda,5.00,34
2016-10-16,Gdańsk,Socha,szkolno-biurowe,dziurkacz,7.50,105
2017-02-26,Gdańsk,Żurek,szkolno-biurowe,plastelina,2.99,57
2016-04-21,Radom,Czarnecki,meble,krzesło obrotowe,69.00,12
2014-10-23,Katowice,Jankowski,meble,biurko,149.99,8
2017-03-25,Radom,Grycuk,meble,biurko,149.99,2
2015-10-28,Warszawa,Stefaniak,meble,biurko,149.99,6
2015-04-06,Katowice,Michalak,meble,krzesło obrotowe,69.00,6
2016-05-11,Poznań,Szewczyk,meble,biurko,149.99,13
2015-07-15,Gdańsk,Socha,wyposażenie szkolne,tablica,590.00,2
2014-10-23,Poznań,Borowik,szkolno-biurowe,długopis,1.49,274
2016-05-05,Warszawa,Malinowski,meble,biurko,149.99,23
2016-02-19,Poznań,Szewczyk,meble,biurko,149.99,2
2016-02-20,Gdańsk,Żurek,wyposażenie szkolne,gąbka,4.00,163
2017-03-09,Łódź,Kaczmarski,szkolno-biurowe,dziurkacz,7.50,142
2017-02-03,Radom,Czarnecki,meble,biurko,149.99,4
2014-10-12,Kraków,Sikorski,meble,biurko,149.99,6
2017-03-08,Poznań,Borowik,szkolno-biurowe,plastelina,2.99,335
2015-05-17,Białystok,Pietrasiuk,wyposażenie szkolne,kreda,5.00,37
2015-04-13,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,35
2015-06-20,Katowice,Michalak,meble,krzesło obrotowe,69.00,28
2015-04-04,Radom,Zawadzki,meble,biurko,149.99,4
2016-12-27,Kraków,Dudek,meble,krzesło obrotowe,69.00,17
2015-12-12,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,4
2016-06-13,Kraków,Dudek,szkolno-biurowe,plastelina,2.99,197
2016-08-01,Łódź,Wdowiak,szkolno-biurowe,długopis,1.49,111
2016-04-26,Kraków,Wróbel,meble,krzesło obrotowe,69.00,23
2015-11-20,Warszawa,Stefaniak,wyposażenie szkolne,gąbka,4.00,237
2015-10-06,Poznań,Romanowski,wyposażenie szkolne,kreda,5.00,348
2017-01-23,Łódź,Wdowiak,wyposażenie szkolne,tablica,590.00,3
2015-11-29,Kraków,Sikorski,meble,biurko,149.99,4
2017-01-18,Katowice,Jankowski,meble,biurko,149.99,14
2014-12-18,Radom,Zawadzki,wyposażenie szkolne,tablica,590.00,2
2015-09-22,Kraków,Sikorski,wyposażenie szkolne,tablica,590.00,3
2015-02-05,Radom,Grycuk,szkolno-biurowe,flamaster,0.99,149
2016-12-28,Kraków,Dudek,wyposażenie szkolne,kreda,5.00,91
2015-03-12,Katowice,Michalak,meble,biurko,149.99,7
2016-08-18,Łódź,Kaczmarek,wyposażenie szkolne,gąbka,4.00,218
2015-05-26,Katowice,Michalak,wyposażenie szkolne,tablica,590.00,1
2017-03-25,Kraków,Kozłowski,szkolno-biurowe,flamaster,0.99,214
2017-04-05,Katowice,Gaińska,wyposażenie szkolne,gąbka,4.00,179
2017-05-07,Warszawa,Malinowski,szkolno-biurowe,długopis,1.49,57
2015-03-24,Gdańsk,Socha,meble,krzesło obrotowe,69.00,27
2016-08-13,Warszawa,Stefaniak,meble,krzesło obrotowe,69.00,37
2016-12-07,Poznań,Borowik,szkolno-biurowe,plastelina,2.99,189
